timestamp_ms,raw_velocity,smooth_velocity,rep_num
2205,0.0000,0.0000,0
2210,0.0000,0.0000,0
2215,0.0000,0.0000,0
2220,0.0000,0.0000,0
2225,0.0000,0.0000,0
2230,0.0000,0.0000,0
2235,0.0000,0.0000,0
2240,0.0000,0.0000,0
2245,0.0000,0.0000,0
2250,0.0000,0.0000,0
2255,0.0000,0.0000,0
2260,0.0000,0.0000,0
2265,0.0000,0.0000,0
2270,0.0000,0.0000,0
2275,0.0000,0.0000,0
2280,0.0000,0.0000,0
2285,0.0000,0.0000,0
2290,0.0000,0.0000,0
2295,0.0000,0.0000,0
2300,0.0000,0.0000,0
2305,0.0000,0.0000,0
2310,0.0000,0.0000,0
2315,0.0000,0.0000,0
2320,0.0000,0.0000,0
2325,0.0000,0.0000,0
2330,0.0000,0.0000,0
2335,0.0000,0.0000,0
2340,0.0000,0.0000,0
2345,0.0000,0.0000,0
2350,0.0000,0.0000,0
2355,0.0000,0.0000,0
2360,0.0000,0.0000,0
2365,0.0000,0.0000,0
2370,0.0000,0.0000,0
2375,0.0000,0.0000,0
2380,0.0000,0.0000,0
2385,0.0000,0.0000,0
2390,0.0000,0.0000,0
2395,0.0000,0.0000,0
2400,0.0000,0.0000,0
2405,0.0000,0.0000,0
2410,0.0000,0.0000,0
2415,0.0000,0.0000,0
2420,0.0000,0.0000,0
2425,0.0000,0.0000,0
2430,0.0000,0.0000,0
2435,0.0000,0.0000,0
2440,0.0000,0.0000,0
2445,0.0000,0.0000,0
2450,0.0000,0.0000,0
2455,0.0000,0.0000,0
2460,0.0000,0.0000,0
2465,0.0000,0.0000,0
2470,0.0000,0.0000,0
2475,0.0000,0.0000,0
2480,0.0000,0.0000,0
2485,0.0000,0.0000,0
2490,0.0000,0.0000,0
2495,0.0000,0.0000,0
2500,0.0000,0.0000,0
